"video_url","author","comment","votes","time","is_reply","teks_bersih","skor_sentimen","sentimen"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@aliyafi2470","Disaat gua ga bekerja semua teman menyepelekan gua, tapi pas gua udah bekerja semua teman ngechat gua buat minjem uang sekarang gua kaya terauma kalau ada teman yang ngechat apalagi nomer baru","1","5 days ago","False","saat tidak kerja semua teman sepele tapi pas sudah kerja semua teman ngechat buat minjem uang sekarang kaya terauma kalau teman ngechat nomer baru","0","netral"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@Icaldimaridam","Mak aku lagi invest pengetahuan dan wawasan untuk masa depanku mak❤❤🎉","1","5 days ago","False","mak aku invest tahu wawas masa depan mak","3","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@verotriprakasa9446","Quiet quitting dlm pekerjaan","1","5 days ago","False","quiet quitting dlm kerja","1","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@umay0111","One day, mungkin aku bukan ibu yg sempurna tapi akan kuusahakan jadi panutan yg baik untukmu
Semoga kamu akan jadi pribadi yg lebihbm baik dari ibu mu ini","0","5 days ago","False","one day mungkin aku bukan ibu sempurna usaha jadi panutan baik untuk moga kamu akan jadi pribadi lebihbm baik ibu mu","3","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@Ellsptrr24","Aku tidak lagi mempunyai waktu untuk menoleh ke depan atau ke belakang, untuk melihat siapa yang lebih jauh melangkah atau siapa yang tertinggal. Terlalu lama aku menghabiskan tenaga membandingkan perjalanan hidupku dengan orang lain, sehingga aku lupa bahawa setiap orang mempunyai jalan, ujian, dan waktunya sendiri.
Dulu aku fikir hidup adalah sebuah perlumbaan. Aku berlari sekuat tenaga untuk mengejar mereka yang berada di hadapan, dan merasa gelisah apabila melihat orang lain mencapai sesuatu lebih cepat daripadaku. Aku juga pernah merasa bangga ketika melihat ada yang berada di belakangku. Namun semakin dewasa, aku mulai sedar bahawa semua itu hanyalah ilusi yang membuat hati tidak pernah benar-benar tenang.
Perlumbaan itu sebenarnya telah selesai sejak aku menyedari satu perkara penting: satu-satunya orang yang perlu aku lampaui adalah diriku sendiri. Bukan mereka yang memiliki kehidupan lebih sempurna, bukan mereka yang kelihatan lebih berjaya, dan bukan mereka yang mendapat apa yang aku impikan. Tetapi orang yang aku lihat di dalam cermin setiap pagi.
Aku ingin menjadi lebih kuat daripada diriku yang mudah menyerah. Aku ingin menjadi lebih sabar daripada diriku yang sering mengeluh. Aku ingin menjadi lebih bijak daripada diriku yang pernah membuat kesilapan yang sama berulang kali. Kerana kemenangan yang sebenar bukanlah ketika kita mengalahkan orang lain, tetapi ketika kita mampu mengalahkan rasa takut, keraguan, kemalasan, dan kelemahan dalam diri sendiri.
Hari ini, aku tidak lagi berlumba dengan sesiapa. Aku hanya berusaha menjadi versi yang lebih baik daripada diriku semalam. Walaupun langkahku perlahan, aku tetap melangkah. Walaupun perjalanan ini panjang, aku tetap bertahan. Kerana aku tahu, setiap perubahan kecil yang aku lakukan hari ini adalah kemenangan yang tidak dapat dilihat oleh sesiapa, tetapi sangat bermakna untuk diriku sendiri.
Dan jika suatu hari nanti aku berjaya sampai ke destinasi yang aku impikan, aku mahu mengingati bahawa kejayaan itu bukan kerana aku lebih hebat daripada orang lain. Tetapi kerana aku tidak pernah berhenti memperbaiki diri, walaupun berkali-kali","5","6 days ago","False","aku lagi punya waktu toleh depan ke belakang lihat siapa lebih jauh lang siapa tinggal terlalu lama aku habis tenaga banding jalan hidup orang sehingga aku lupa bahawa orang punya jalan uji waktu sendiri dulu aku fikir hidup buah perlumbaan aku lari kuat tenaga kejar ada hadap rasa gelisah apabila lihat orang capai lebih cepat daripada aku pernah rasa bangga lihat ada belakang makin dewasa aku mulai dar bahawa semua hanya ilusi buat hati pernah benar benar tenang perlumbaan benar selesai sejak aku dari satu perkara penting satu satu orang perlu aku lampau diri sendiri bukan milik hidup lebih sempurna bukan lihat lebih jaya bukan dapat apa aku impi orang aku lihat cermin pagi aku jadi lebih kuat diri mudah serah aku jadi lebih sabar diri sering keluh aku jadi lebih bijak diri pernah buat silap sama ulang kali rana menang yang benar bukan kita kalah orang kita mampu kalah rasa takut ragu malas lemah dalam diri sendiri hari aku lagi berlumba siapa aku usaha jadi versi yang lebih baik diri malam walaupun langkah perlahan aku tetap lang walaupun jalan panjang aku tetap tahan rana aku tahu ubah kecil yang aku laku hari adalah menang yang lihat siapa tetapi sangat makna diri sendiri jika suatu hari aku jaya ke destinasi yang aku impi aku mahu ingat bahawa jaya bukan rana aku lebih hebat orang tetapi rana aku tidak pernah henti baik diri walaupun kali kali","9","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@mhmmdrozak28","memandang hidup tanpa harus merasa tertinggal tapi melainkan merasa cukup untuk membuat hati berhenti cemas🥰","1","6 days ago","False","pandang hidup harus rasa tinggal lain rasa cukup buat hati henti cemas","0","netral"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@Nesyaeca5","masyaAllah, podcast dan episode terbaikk🥰🥰","0","6 days ago","False","masyaallah podcast episode terbaikk","2","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@febroniacynthia1991","Bagaimana kalau tidak punya followers, circle dan tidak punya teman untuk bercerita?","0","6 days ago","False","bagaimana kalau punya followers circle tidak punya teman cerita","0","netral"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@niastarina8","📌Berhenti membandingkan hidup dengan orang lain, berani mengatakan tidak dan miliki kesadaran untuk memisahkan identitas diri dari ekspektasi luar maupun peran sosial yang dijalani.","0","6 days ago","False","henti banding hidup orang berani kata dan milik sadar pisah identitas diri ekspektasi luar maupun peran sosial jalan","1","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@AlfiAfifah-s6w","Mohon maaf bahasanya bnyak yg gak aku mengerti, mgkn sebagian yg nnton terutama IRT seperti aku dgn bahasa lingkungan rumahan, 🙏","0","6 days ago","False","mohon maaf bahasa bnyak tidak aku erti mgkn bagi nnton utama irt aku bahasa lingkung rumah","1","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@rizkynadia0245","33.27 kak saya pernah disalahkan oranglain. Dia beranggapan hancurnya hidup dia karna saya. Padahal sebelum saya mengenal dia hidup dia sudah seperti itu. Dan yang menyebabkan diri dia seperti itu adalah diri dia sendiri. Tapi dia gagal untuk memahami semua itu dan menyalahkan orang lain. Tidak hanya saya yang disalahkan tapi banyak sekali orang lain yang disalahkan dia:(. Kasian tapi aku sungkan kalo nyuruh dia ke konsul takut dia nganggep aku meremehkan dia🥲","2","7 days ago","False","kak pernah salah oranglain anggap hancur hidup karena padahal saya kenal hidup sudah sebab diri seperti adalah diri sendiri gagal paham semua itu dan salah orang tidak saya yang salah banyak sekali orang yang salah kasi aku sungkan kalo nyuruh ke konsul takut nganggep aku remeh dia","-5","negatif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@healingbersama888","Mama aku yg galak n hard complain kalo pas beli sesuatu, bikin aku biasa aja dapet atasan yg galak2 n berpikir mo resign juga bakal ketemu orang yg sama ... alhasil pas selesai kerja, lanjut ke tempat kerja lain, ampe 4 kali, ya udin pasti ada atasan killer or lain2 ... Kesimpulan = gapapa mama VOC 😁","0","7 days ago","False","mama aku galak n hard complain kalo pas beli bikin aku biasa aja dapet atas galak n pikir mo resign bakal ketemu orang sama alhasil pas selesai kerja lanjut tempat kerja ampe kali udin ada atas killer or simpul apa apa mama voc","3","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@Pitriana01","I’m watching this video at 19 years, 9 months, and 29 days old🤍","10","7 days ago","False","i m watching this video at years months and days old","0","netral"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@lookatmee778","Bnr std sosmed duh bahaya😢","0","8 days ago","False","bnr std sosmed duh bahaya","-2","negatif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@atikaayu152","daging. relate sekali","0","8 days ago","False","daging relate sekali","1","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@pyxisreiss5576","Mas sumpah, konten mu selalu berguna dann... isinya wahh luxury sekali mas, gak bohong. Dan disini saya mau berterimakasih telah membuat channel sepeerti ini, jujur saya sangat terbantu mas,, apalagi saya seorang introvert yang SANGAT selektif milih teman cerita wkwk dan saya menemukan channel ini. 

DABESTT, sehat selalu mas dan semoga dapat Diamond Button dari YouTube karna bermanfaat sekali.
Salam waras..","1","8 days ago","False","mas sumpah konten mu selalu guna dann isi wahh luxury sekali mas bohong sini mau berterimakasih buat channel sepeerti jujur sangat bantu mas saya orang introvert sangat selektif milih teman cerita wkwk saya temu channel dabestt sehat selalu mas moga diamond button youtube manfaat sekali salam waras","5","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@rezarenaldi255","Udah bang","0","8 days ago","False","bang","0","netral"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@Intan-gita-w3f","Ada yg ngeresum gk guys, sayang banget kalau gk di tulis","0","8 days ago","False","yang ngeresum guys sayang banget kalau di tulis","2","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@bintmahfudz6451","Kakk , request narasumber di kasih air minum dong heheee","0","8 days ago","False","kakk request narasumber kasih air minum dong heheee","1","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@tejabuana123","Ada benernya","0","9 days ago","False","benernya","0","netral"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@YADPRODUCTION16","Trauma masa lalu, ekonomi dan tekanan kerja serta tidak adanya suport system itu sih lingkaran yg keras buatku hari ini dan udah berlangsung bertahun tahun sulit sekali menghilang kan total efek buruknya","9","9 days ago","False","trauma masa lalu ekonomi tekan kerja tidak ada suport system sih lingkar keras buat hari dan langsung tahun tahun sulit sekali hilang kan total efek buruk","1","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@Pearl.archive","36:58 Ketika kita ngerasa di masalalu buruk tapi apakah pantas orang lain menjadi korban atas masalalu tersebut ?","0","9 days ago (edited)","False","kita ngerasa masalalu buruk apakah pantas orang jadi korban atas masalalu sebut","-1","negatif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@faisalrudijanto9200","Mbak ana 👍","0","9 days ago","False","mbak ana","1","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@Arkanfamily23","bener banget si exspektasi lingkungan parah si, nangis banget dengerin podcest ini karena bener bener sama kek aku alami😊","1","9 days ago","False","bener banget si exspektasi lingkung lebih si nang banget dengerin podcest karena bener bener sama kek aku alami","3","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@KibutsuJiie048","ok","0","10 days ago","False","","0","netral"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@nisaulhikmah102","Gilak ya bagus bgt pembahasan podcastnya 😍","0","10 days ago","False","gilak bagus banget bahas podcastnya","3","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@nabilamsalun3982","Masi bingung dng point ke 2 yg lgi ngebahasa dn ngejelasin cara kita balik ke diri kita lgi itu, maksudnya gmn si? Yg paham bsa bntu jelasin?","0","10 days ago","False","mas bingung dng point lgi ngebahasa dn ngejelasin cara balik diri lgi maksud gmn si yang paham bntu jelasin","0","netral"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@umay0111","Terimakasih mas Bilal","0","11 days ago","False","terimakasih mas bilal","0","netral"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@QiyasAdanuSoekma","57:10 nasihat untuk pribadi","0","11 days ago","False","nasihat pribadi","0","netral"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@rahminasrotulhaq4536","ya alloh obrolan kali ini bener lagi,,, pas banget sama aku,,,","0","11 days ago","False","alloh obrol kali bener pas banget sama aku","1","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@burhanadriyan","Tidak harus selalu menjadi sempurna, iyup benar sekali, terkadang ada masanya capek butuh istirahat sejenak","0","11 days ago","False","harus selalu jadi sempurna iyup benar sekali terkadang masa capek butuh istirahat jenak","2","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@nonasugiharti131","💕💞","0","11 days ago","False","","2","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@iyrw21","mbak analisa terima kasih insightnya","0","11 days ago","False","mbak analisa terima kasih insightnya","2","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@ClutiehGoes-iu1nq","38 kena gue banget","0","12 days ago","False","kena banget","1","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@amsstore2629","gg","0","12 days ago","False","gg","0","netral"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@faradinaarsy1256","Bener2 berkelas.plottwis dibalik argumentasi kita dibalik sikap seseorg ternyata kita sendirilah si pembawa ransel.mempertanyakan knapa dia bla BLA BLA tp ternyata kita yg banyak ngeluh nya","0","12 days ago","False","bener kelas plottwis balik argumentasi balik sikap seseorg nyata sendiri si bawa ransel tanya knapa bla bla bla nyata yang banyak ngeluh nya","0","netral"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@Bkehh04","jujur, ada cara tobat dri kebanyakan coli gk? gua muak tp susah banget keluar, udah 2 minggu gk nyentuh tp masih juga kena","0","12 days ago","False","jujur cara tobat dri banyak coli saya muak susah banget keluar minggu nyentuh masih kena","1","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@dewikhaira258","Done subscribe yaa, makasih ilmunyaa","0","12 days ago","False","done subscribe yaa terima kasih ilmunyaa","2","positif"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@vitorahmad-o7q","9:39","0","12 days ago","True","","0","netral"
"https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk","@wedasantika6079","Kadang serasa masuk mode auto-pilot.","0","13 days ago","False","kadang serasa masuk mode auto pilot","0","netral"
